sample_id,sample_bucket,content_id,source_id,source_title,content_type,user_id,user_name,content_text,created_at,like_count,received_reply_count,topic_label,stance_target,stance_label,emotion_label,discourse_labels,risk_labels,intensity,confidence,need_review,annotation_reason,split
S0382,top_replied,bilibili_comment:274767406113,bilibili_video:115208504741593,西贝和罗永浩打官司的话谁赢面大？有握手言和的可能吗？,reply,bilibili:412646097,时羡,回复 @好一颗狐萝卜 :公众人物吐槽这么严重的话？但凡是个正常大型企业绝不能容忍吧？,2025-09-15T23:02:54+08:00,23,18,brand_pr_crisis,xibei,support,negative,questioning;simple_attitude,low_risk_discussion,3,0.85,false,反问公众人物吐槽是否严重，认为企业不能容忍。,valid
S0626,source_stratified,bilibili_comment:275951308544,bilibili_video:115195200477658,西贝连夜召开1.8万人罗永浩作战大会，罗永浩：西贝真正的敌人不是我,reply,bilibili:352180117,我想谈谈杜拉斯,你是懂中产的,2025-09-13T19:37:39+08:00,0,0,meme_offtopic,unclear,neutral,sarcastic,sarcasm;meme,low_risk_discussion,2,0.7,false,反讽对方懂中产,valid
S0969,random,bilibili_comment:276163899232,bilibili_video:115208504741593,西贝和罗永浩打官司的话谁赢面大？有握手言和的可能吗？,reply,bilibili:8404421,炮姐飞天,臀围,2025-09-15T21:30:03+08:00,17,1,meme_offtopic,unclear,neutral,neutral,meme,low_risk_discussion,1,0.8,false,仅一词'臀围'，可能为玩梗，与主题无关,valid
S1472,random,bilibili_comment:276341812592,bilibili_video:115213655414090,罗永浩再停战，西贝自杀式公关，预制菜到底怎么算？,reply,bilibili:16561945,坚苦豆腐干,回复 @7900XTX :希望这类事情暴露的越多越好。让哪些蛀虫晒晒太阳。,2025-09-17T18:29:51+08:00,5,1,industry_trust,industry,support,positive,echoing,low_risk_discussion,3,0.9,false,希望曝光更多行业问题，支持揭露蛀虫,valid
S0242,top_liked,bilibili_comment:275920640784,bilibili_video:115195200477658,西贝连夜召开1.8万人罗永浩作战大会，罗永浩：西贝真正的敌人不是我,comment,bilibili:312317644,蜜蜂和小麻雀的邻居,如果是宫廷戗面馒头，宫廷胡萝卜，宫廷白萝卜，那我觉着还真不贵[doge],2025-09-13T14:07:05+08:00,408,13,price_value,xibei,question,sarcastic,sarcasm;meme,low_risk_discussion,3,0.9,false,反讽西贝定价贵，用宫廷前缀调侃,valid
S1371,random,bilibili_comment:276122515920,bilibili_video:115190486012634,西贝创始人贾国龙：预制菜是未来的大趋势，我们是不一般的预制菜#西贝 #预制菜 #罗永浩 #贾国龙,comment,bilibili:299478329,小散实盘记录,你不是说你们没有预制菜吗,2025-09-15T12:52:23+08:00,0,0,prepared_food_authenticity,xibei,question,negative,questioning,low_risk_discussion,2,0.9,false,直接质疑西贝前后矛盾,valid
S1333,random,bilibili_comment:289951116288,bilibili_video:115966767996636,封号斗罗贾国龙：我是如何把时代红利吐出来的？【网络狠人76】,comment,bilibili:98681532,伽罗桔梗不知火,厚礼蟹这么有数值的吗？[星星眼][星星眼][星星眼][星星眼],2026-01-28T14:31:19+08:00,0,0,meme_offtopic,unclear,neutral,positive,meme,low_risk_discussion,1,0.7,false,使用网络梗和表情，玩梗跑题,valid
S1402,random,bilibili_comment:274551115729,bilibili_video:115194328127778,罗永浩手撕西贝近40分钟超长精华版，逻辑清晰，层层递进，格局拉满，对西贝来说招招致命。很有意思。,reply,bilibili:54279187,云彩应彩云,直接说能放多少小时就行了，偏说三餐[辣眼睛],2025-09-13T18:44:16+08:00,1,0,consumer_right_to_know,xibei,question,sarcastic,questioning;sarcasm,low_risk_discussion,2,0.85,false,质疑西贝宣传用语，带讽刺表情，低风险,valid
S0186,top_liked,bilibili_comment:275996199776,bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,comment,bilibili:1975211,IlIlIlIIllIIlIlI,不是说不能用预制菜，而是把预制菜卖得比现炒还贵，就像我去兰州拉面馆花20块点了份红烧牛肉面，结果给我上了一份康师傅红烧牛肉面，我说这不对吧，然后你们大厨拉我去后厨看包装袋说没过期，配料表完全符合国家标准,2025-09-14T07:52:57+08:00,537,2,price_value,xibei,question,angry,personal_experience;rational_argument;questioning,low_risk_discussion,4,0.9,false,用比喻强烈批评西贝预制菜卖高价,valid
S1490,random,bilibili_comment:289771319120,bilibili_video:115959067056250,现在最怕西贝死的人，竟然是罗永浩！,reply,bilibili:3493125840440044,羽曦啊喂,他不是委屈，他是知道自己真的快死了，大环境加上他本来的经营模式就有问题，就急需要一个地方来继续扩大自己知名度。,2026-01-26T20:15:09+08:00,10,0,brand_pr_crisis,xibei,question,negative,rational_argument,low_risk_discussion,3,0.9,false,理性分析西贝老板行为动机，负面但非攻击,valid
S0077,top_liked,bilibili_comment:276245595120,bilibili_video:115213655414090,罗永浩再停战，西贝自杀式公关，预制菜到底怎么算？,comment,bilibili:73495526,隔壁小杨小不杨,内蒙企业可不好惹，老罗还不想这么早出国,2025-09-16T19:40:29+08:00,1211,10,meme_offtopic,xibei,neutral,sarcastic,meme;sarcasm,low_risk_discussion,2,0.85,false,用内蒙企业不好惹和老罗出国的梗调侃，属于玩梗。,valid
S0813,source_stratified,bilibili_comment:276239904400,bilibili_video:115212816485947,罗永浩：我真没打，他就先捅了自己20多刀...我该怎么办？,comment,bilibili:14811631,人生巛一问号,所以有些人挣到的大钱真是站在了风口上，不是有什么商业眼光[笑哭],2025-09-16T18:41:03+08:00,76,4,industry_trust,industry,question,sarcastic,sarcasm;simple_attitude,low_risk_discussion,2,0.9,false,反讽风口赚钱，不直接针对西贝，情绪反讽,valid
S0144,top_liked,bilibili_comment:274700149617,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,comment,bilibili:173244991,大方向是对的长长名字,罗老师，我要出这个，你该怎么防？,2025-09-15T07:42:57+08:00,659,7,meme_offtopic,luoyonghao,support,positive,meme,low_risk_discussion,1,0.9,false,使用罗永浩经典梗，表示支持,valid
S1105,random,bilibili_comment:276211869280,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,reply,bilibili:21240047,SLAYER985,回复 @蕾米莉桃 :所以当时西门子产品就是不合格啊，现在用其他技术让门关紧是你公司的事，消费者管你用什么，把门关紧就行，那当时罗永浩对比其他产品发现少了一个闭门器，而且是加钱才给你配的，那我可以理解在不影响基础功能的前提你设置配置档位区间供消费者选择，但是当时连关门这种基础功能都受影响的情况下我怎么理解你这种档位设置？,2025-09-16T12:32:49+08:00,0,0,luoyonghao_persona,luoyonghao,support,positive,rational_argument;questioning,low_risk_discussion,3,0.9,false,回顾罗永浩维权事例，逻辑论证支持其行为。,valid
S1309,random,bilibili_comment:292544207584,bilibili_video:115959067056250,现在最怕西贝死的人，竟然是罗永浩！,reply,bilibili:1636165203,笑可以冲过一,回复 @快乐的腰子 :据说是某某宝，上次买了某某宝的袋装芝士酸奶，直接用袋吸没用吸管，吸完袋上的颜料被我牙齿划掉吃了[藏狐],2026-02-18T11:41:12+08:00,0,0,other_unclear,unclear,neutral,neutral,personal_experience;information_claim,low_risk_discussion,1,0.8,false,分享某某宝酸奶包装掉色经历，与预制菜无关,valid
S0779,source_stratified,bilibili_comment:274838941249,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,comment,bilibili:14118055,是世界的错啊A,菜场一个新鲜出炉的这样的馒头 1块一个,2025-09-16T20:16:22+08:00,0,0,price_value,xibei,question,negative,simple_attitude,low_risk_discussion,2,0.8,false,用菜场馒头1元对比西贝高价，暗示定价离谱。,valid
S1329,random,bilibili_comment:274906615649,bilibili_video:115208504741593,西贝和罗永浩打官司的话谁赢面大？有握手言和的可能吗？,comment,bilibili:105763880,魏麻衣,“吃完，果断拒绝”，过分了哈[doge_金箍],2025-09-17T13:20:30+08:00,0,0,meme_offtopic,unclear,neutral,sarcastic,meme;sarcasm,low_risk_discussion,1,0.8,false,引用“果断拒绝”梗，带[doge]表情,valid
S1475,random,bilibili_comment:274596170721,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,comment,bilibili:87193378,LKTaeyeonss,说西贝不好吃就要被起诉？太恐怖了吧，我不要退菜换菜，我就评价不好吃还不行了？那大众点评用来干嘛的？,2025-09-14T04:58:05+08:00,11,2,consumer_right_to_know,consumers,support,angry,questioning;personal_experience,low_risk_discussion,4,0.95,false,愤怒质疑被起诉可能性，强调消费者评价权利,valid
S0555,source_stratified,bilibili_comment:276239596336,bilibili_video:115212816485947,罗永浩：我真没打，他就先捅了自己20多刀...我该怎么办？,comment,bilibili:9457929,谁人挽我手,自杀式自证,2025-09-16T18:38:17+08:00,3,0,brand_pr_crisis,xibei,question,negative,simple_attitude,low_risk_discussion,2,0.7,false,负面评价西贝公关为自杀式自证,valid
S0652,source_stratified,bilibili_comment:274784554977,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,comment,bilibili:214447662,叨哔叨哔哔叨,这明显在混淆视听，偷换概念，预制菜保质期够久的啊,2025-09-16T07:02:12+08:00,0,0,brand_pr_crisis,xibei,question,negative,simple_attitude,low_risk_discussion,3,0.9,false,直接指责西贝混淆视听，情绪负面但非攻击,valid
S1488,random,bilibili_comment:274618253841,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,bilibili:351197259,爱喝鸡尾酒的氡Rn,还有老板死犟，不承认[呲牙],2025-09-14T11:49:04+08:00,12,0,brand_pr_crisis,xibei,question,sarcastic,sarcasm;simple_attitude,low_risk_discussion,2,0.9,false,嘲笑老板死不承认，带讽刺表情,valid
S1452,random,bilibili_comment:289459367249,bilibili_video:115959067056250,现在最怕西贝死的人，竟然是罗永浩！,reply,bilibili:139821874,白牧一苏,他其实就是在他有限的圈子里觉得没有问题罢了，信息偏差的傲慢，老百姓要求可能是80分，他西贝只有60分刚及格，但是他西贝在他了解的圈子里属于拔尖的存在，所以他莫名的带着并不知晓的信息偏差式傲慢要求记者来拍，然后出了大问题他料想不到就开始哭爹喊娘,2026-02-11T20:23:50+08:00,1,0,brand_pr_crisis,xibei,question,negative,rational_argument;questioning;insult_attack,reputational_attack,4,0.95,false,批评西贝傲慢、信息偏差，并指责其公关失败。,valid
S0901,random,bilibili_comment:276095454704,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,reply,bilibili:1481058400,晋明見佛成,很良心了，现做纯手工馒头都要1到3块钱，你以为21块钱我们赚很多嘛？没有赚头的，冰箱一年的电费，还要有包装，还要加热一下的人工费用，全国各地的运输费用，等等，最后也就赚你一块钱，你说实话，良心不,2025-09-15T03:08:17+08:00,0,0,price_value,xibei,question,sarcastic,sarcasm;simple_attitude,low_risk_discussion,3,0.8,false,反讽西贝成本说辞，质疑定价合理性,valid
S0820,source_stratified,bilibili_comment:276464521456,bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,reply,bilibili:391464614,安倍有心眼儿,回复 @淸瑜 :可能你吃那家不是，反正我吃的那家儿，那个死味还有精神面貌，还不如公司食堂的大锅饭,2025-09-19T01:02:06+08:00,0,0,prepared_food_authenticity,xibei,question,negative,personal_experience;simple_attitude,low_risk_discussion,2,0.9,false,以个人体验批评西贝菜品差，无攻击性,valid
S1462,random,bilibili_comment:275940826416,bilibili_video:115192264397445,罗永浩谈西贝1个馒头卖21元,comment,bilibili:347892234,忧郁健忘,我给大家说下，5斤面加水和好以后放在哪里发面，发好以后，再和面，切好。最少能切20个面剂子。就是20个馒头。不是小馒头，是跟你拳头一样大的馒头。,2025-09-13T17:58:58+08:00,2,0,price_value,xibei,question,neutral,personal_experience;information_claim,low_risk_discussion,2,0.9,false,以个人经验算馒头成本，质疑西贝定价,valid
S1180,random,bilibili_comment:291974193888,bilibili_video:116034530973184,老罗正带着货呢，助理告诉他，西贝老板又抽了！老罗说真是没救了,reply,bilibili:5047141,一颗大白菜啊,给我也赚一点[doge],2026-02-14T00:42:28+08:00,60,0,meme_offtopic,unclear,neutral,sarcastic,meme,low_risk_discussion,1,0.9,false,用狗头表情玩梗求赚钱,valid
S1326,random,bilibili_comment:287666501793,bilibili_video:115959067056250,现在最怕西贝死的人，竟然是罗永浩！,reply,bilibili:286812850,后山桔子园,回复 @KyonR :照你的逻辑，那你为什么不回家泡面呢，自己买肉回家做呗！这逻辑也无敌了,2026-01-27T01:54:24+08:00,1,0,prepared_food_authenticity,consumers,question,sarcastic,questioning;sarcasm,low_risk_discussion,2,0.7,false,反驳对方逻辑，语气讽刺,valid
S1103,random,bilibili_comment:274790529265,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,bilibili:606701496,IPASON,角度清奇，花高价吃饭不是为了味道和健康而是因为孩子方便？[抠鼻],2025-09-16T09:21:03+08:00,2,0,price_value,xibei,question,sarcastic,sarcasm;questioning,low_risk_discussion,3,0.9,false,讽刺西贝高价却不重健康，质疑其性价比。,valid
S0671,source_stratified,bilibili_comment:274581659169,bilibili_video:115196995570707,罗永浩炮轰西贝预制菜？到底谁输谁赢？,reply,bilibili:278783457,筑梦追魂,"回复 @筑梦追魂 :不想看链接看我简述：
西贝有点类似网红餐厅，装修挺好，而且对儿童有超细节服务，去年卖出2000W儿童餐，菜单有认识西兰花，数一数番茄等互动，餐盘有数字与字母，餐具也是卡通动物，吃饭+启蒙的创新打法，尊重儿童的蹲下平视对话，儿童座椅特别消杀，用餐赠送涂色绘本和蜡笔，还有贴纸，小气球，服务员陪伴画画做游戏，哄娃技能要培训3个月，包括心理与急救，单独儿童餐生产线。。。。
同时文章也提到太贵的声音不小，总之就是西贝做好了娃经济，儿童友好，侧面反应了这确实是刚需，再贵也要去。",2025-09-13T23:41:30+08:00,0,0,food_safety_child_meal,xibei,neutral,positive,information_claim,low_risk_discussion,2,0.7,false,详细描述西贝儿童餐服务，正面但信息性，无风险。,valid
S0414,top_replied,bilibili_comment:289771915616,bilibili_video:115959067056250,现在最怕西贝死的人，竟然是罗永浩！,comment,bilibili:261417035,请学会独立思考7,经典妖魔化预制菜，肯德基和泡面先封杀,2026-01-26T20:21:02+08:00,7,16,prepared_food_authenticity,industry,question,neutral,sarcasm;information_claim,low_risk_discussion,2,0.9,false,讽刺妖魔化预制菜，为预制菜正名,valid
S0633,source_stratified,bilibili_comment:274791642417,bilibili_video:115207565220229,罗永浩和西贝吵架，华与华先道歉！,reply,bilibili:376268188,哒哒的笨兔子,"看看现在的结果就懂了🌚
老罗已经投降了ಥ_ಥ，这事儿也就这么过去了，神秘力量天降•ᴗ•💧",2025-09-16T09:41:00+08:00,2,0,brand_pr_crisis,luoyonghao,neutral,sarcastic,sarcasm;meme;simple_attitude,low_risk_discussion,2,0.7,false,以反讽语气评论罗永浩投降，带有表情符号。,valid
S1022,random,bilibili_comment:276241458576,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,reply,bilibili:11698829,丿倾城灬流逝,山姆东西又便宜量多吧？跟人拼个卡一年也就100出头啊,2025-09-16T18:57:10+08:00,0,0,price_value,industry,question,sarcastic,questioning;sarcasm,low_risk_discussion,2,0.9,false,通过反问对比山姆价格，讽刺西贝性价比低。,valid
S0503,top_replied,bilibili_comment:274506843441,bilibili_video:115192264397445,罗永浩谈西贝1个馒头卖21元,comment,bilibili:58767996,心醉靡黎,还见过20的可乐，一个愿挨一个愿挨，不喜欢不去就是了，不去吃自己会倒闭的。,2025-09-13T10:24:14+08:00,12,10,price_value,consumers,neutral,neutral,simple_attitude,low_risk_discussion,2,0.8,false,认为价格高但消费者可选择不去，属于价格话题。,valid
S0655,source_stratified,bilibili_comment:276177849280,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,comment,bilibili:89335406,诺云之奈,家门口的面馆，面十块大肉六块,2025-09-15T23:57:34+08:00,8,8,price_value,xibei,question,neutral,personal_experience;simple_attitude,low_risk_discussion,1,0.8,false,通过对比家门口面馆价格暗示西贝贵,valid
S1227,random,bilibili_comment:274701523617,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,comment,bilibili:12716360,猫粮罐头mi,"贾老板思维还是太传统了。谁会因为新鲜现炒去买21的馒头和43的炒鸡蛋？维持餐饮高溢价的基石从来都不是新鲜现炒这种小口号，而是精心包装的品牌形象。从这个角度出发，一切外部指责都可以从维护品牌形象出发来应对。
先道歉（尊重消费者的质疑和批评，自检自查）
再说明情况（商场店不允许使用明火，被迫使用中央厨房做预处理，预处理不等于预制菜，无菌中央厨房大厨烹饪、保险冷链当日配送……）
改进声明（升级冷链工艺最大程度提升菜新鲜度，同时公示预处理信息，以身作则为国内预制菜制定行业标准……）",2025-09-15T08:16:23+08:00,2,0,brand_pr_crisis,xibei,support,neutral,rational_argument,low_risk_discussion,3,0.9,false,理性建议西贝如何公关，支持其改进。,valid
S1062,random,bilibili_comment:287810554737,bilibili_video:115966767996636,封号斗罗贾国龙：我是如何把时代红利吐出来的？【网络狠人76】,reply,bilibili:130663880,T相顾无言,在内蒙这种地方，没有西贝这种假西北菜的容身之地。,2026-01-28T14:41:52+08:00,2,0,prepared_food_authenticity,xibei,question,sarcastic,sarcasm;simple_attitude,reputational_attack,3,0.9,false,讽刺西贝是假西北菜，质疑真实性,valid
S0306,top_replied,bilibili_comment:274848906753,bilibili_video:115213655414090,罗永浩再停战，西贝自杀式公关，预制菜到底怎么算？,reply,bilibili:284345551,SayMyNameNow,现切现炒 就一定好吗？不如预制菜卫生！而且中央厨房的菜 不叫预制菜！预制菜是加入防腐剂 长期保存的！,2025-09-16T22:02:59+08:00,83,105,prepared_food_authenticity,industry,neutral,neutral,information_claim;questioning,low_risk_discussion,2,0.9,false,辩论预制菜卫生与定义，提供信息,valid
S1453,random,bilibili_comment:276168102192,bilibili_video:115207565220229,罗永浩和西贝吵架，华与华先道歉！,reply,bilibili:379765820,silm兔,老罗不就是消费者视角吗？消费者花钱吃饭吐槽一下都不行了,2025-09-15T22:12:06+08:00,0,0,luoyonghao_persona,luoyonghao,support,neutral,questioning;simple_attitude,low_risk_discussion,2,0.9,false,为罗永浩的消费者立场辩护，认为吐槽合理。,valid
S1378,random,bilibili_comment:275902199280,bilibili_video:115193388468394,罗永浩PK西贝，全程40分钟脱口秀【40分纯享版】,reply,bilibili:358090843,三浦按针,不知道你听没听说过三养火鸡面？三养的面是生的，那么火鸡面是方便面吗？,2025-09-13T11:01:01+08:00,0,1,prepared_food_authenticity,unclear,question,neutral,questioning;rational_argument,low_risk_discussion,2,0.8,false,用火鸡面类比质疑预制菜定义,valid
S1042,random,bilibili_comment:276015687616,bilibili_video:115193388468394,罗永浩PK西贝，全程40分钟脱口秀【40分纯享版】,reply,bilibili:422637442,散风台,回复 @四个柠檬 :黑猪肉+海参才卖28，西贝馒头竟然卖21[滑稽],2025-09-14T11:52:55+08:00,6,0,price_value,xibei,question,sarcastic,sarcasm;questioning,low_risk_discussion,3,0.9,false,用其他菜品价格对比讽刺西贝馒头贵,valid
S0463,top_replied,bilibili_comment:276018249088,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,comment,bilibili:251301333,玄幻科学家,老罗绝不是个大嘴巴乱说话的人，他的人设是这样，但谁要是信了，谁就是傻子。你如果能赚到6个亿，甚至还能继续赚6亿，你会怎么做？向一家年收入62亿的企业随便开炮？就不怕被买命吗？他也确实吐槽苹果了，但是说什么了吗？没有任何指向，这就是说话的艺术。老罗的具体目的还未知，但是西贝这件事绝不可能是他碰巧去吃了，突然上头就炮轰西贝了。对老贾的背调早就做完了，预案早就做完了，几套方案早就拟定好了。君不密，则失臣，臣不密则失身，几事不密则成害。天下熙熙皆为利来，天下壤壤，皆为利往。亘古不变。,2025-09-14T12:16:41+08:00,20,12,luoyonghao_persona,luoyonghao,question,neutral,rational_argument;information_claim,low_risk_discussion,3,0.85,false,理性分析罗永浩动机，无明显风险。,valid
S1242,random,bilibili_comment:274521413153,bilibili_video:115194328127778,罗永浩手撕西贝近40分钟超长精华版，逻辑清晰，层层递进，格局拉满，对西贝来说招招致命。很有意思。,comment,bilibili:440144972,刁光斗的美丽传说,"我看了一个评论 深以为意
这么大个饭店 生意再差 也不至于进了货冻一年 没人点卖不出去
那么只有一种可能 图便宜 进货就进的生产日期旧的",2025-09-13T13:02:47+08:00,0,0,prepared_food_authenticity,xibei,question,negative,echoing;questioning,unverified_claim;low_risk_discussion,3,0.8,false,引用他人观点猜测西贝图便宜进货，缺乏证据，属于未经证实指控。,valid
S0308,top_replied,bilibili_comment:275920939744,bilibili_video:115194328127778,罗永浩手撕西贝近40分钟超长精华版，逻辑清晰，层层递进，格局拉满，对西贝来说招招致命。很有意思。,comment,bilibili:60667003,南风知我意nice,有点大惊小怪了，现在哪家连锁餐饮企业，不用预制菜？,2025-09-13T14:11:39+08:00,20,77,prepared_food_authenticity,industry,support,sarcastic,sarcasm;questioning,low_risk_discussion,2,0.9,false,讽刺性反问，认为连锁用预制菜普遍,valid
S0466,top_replied,bilibili_comment:276166886432,bilibili_video:115208504741593,西贝和罗永浩打官司的话谁赢面大？有握手言和的可能吗？,reply,bilibili:3546577469704418,摇看,感觉有梗但又不明觉厉[歪嘴]来个科普的大佬科普一下[蹲蹲],2025-09-15T21:58:46+08:00,39,12,meme_offtopic,unclear,neutral,positive,meme;simple_attitude,low_risk_discussion,1,0.8,false,玩梗求科普，无立场。,valid
S0170,top_liked,bilibili_comment:274645818225,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,comment,bilibili:44491592,我好吗忍忍就过去了,你的意思是你卖我一百多一份的羊排不仅可能是冷冻一年的羊排，还有可能是解冻后隔夜的？,2025-09-14T16:59:06+08:00,581,9,price_value,xibei,question,disappointed,questioning,unverified_claim;low_risk_discussion,3,0.8,false,质疑高价羊排使用冷冻隔夜食材，缺乏证据,valid
S0501,top_replied,bilibili_comment:289874176032,bilibili_video:115966767996636,封号斗罗贾国龙：我是如何把时代红利吐出来的？【网络狠人76】,comment,bilibili:505228726,勿忘那些年的回忆,所以贾国龙是怎么起家的，真就是碰上风口浪尖了？[思考],2026-01-27T20:20:20+08:00,33,11,brand_pr_crisis,xibei,question,neutral,questioning,low_risk_discussion,2,0.9,false,质疑贾国龙起家靠风口，属于品牌公关话题。,valid
S0182,top_liked,bilibili_comment:289915682577,bilibili_video:116034530973184,老罗正带着货呢，助理告诉他，西贝老板又抽了！老罗说真是没救了,reply,bilibili:12410598,格子格子克,当时其实是想说自已限高解了，真的只是吐槽一句，西贝不理他真没啥事,2026-02-15T10:12:21+08:00,547,3,brand_pr_crisis,luoyonghao,neutral,neutral,information_claim,low_risk_discussion,2,0.8,false,评论罗永浩和西贝互动，语气中性,valid
S0297,top_liked,bilibili_comment:276143505008,bilibili_video:115207565220229,罗永浩和西贝吵架，华与华先道歉！,comment,bilibili:492501911,是鳄鱼池的贝儿呀,还是喜欢你桀骜不驯的样子[doge],2025-09-15T17:42:10+08:00,317,10,meme_offtopic,luoyonghao,neutral,sarcastic,meme,low_risk_discussion,1,0.8,false,玩梗调侃罗永浩态度转变，无风险,valid
S1081,random,bilibili_comment:277920269168,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,reply,bilibili:593734236,菜鸟至尊JY,回复 @冰封痛点 :那你多吃吧，顿顿去吃吧,2025-10-03T11:43:01+08:00,0,0,meme_offtopic,unclear,neutral,sarcastic,sarcasm,low_risk_discussion,1,0.7,false,反讽评论，无明显主题，倾向玩梗,valid
S0380,top_replied,bilibili_comment:276019274864,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,comment,bilibili:412711,Nalonely,云南米线是预制菜，汤和粉两个料理包放微波炉加热，然后粉倒进汤里就好了，有外卖点过云南米粉的说下是不是这样。沙县小吃的小笼包也是预制菜，某宝非常非常便宜。,2025-09-14T12:27:05+08:00,4,18,prepared_food_authenticity,industry,neutral,neutral,information_claim;personal_experience,low_risk_discussion,2,0.85,false,列举云南米线和沙县小吃为预制菜的例子,valid
S0115,top_liked,bilibili_comment:274523965409,bilibili_video:115193388468394,罗永浩PK西贝，全程40分钟脱口秀【40分纯享版】,comment,bilibili:450345962,酷闘洗衣机,《西贝的现做菜，与五月天的现场唱，是一回事》[星星眼],2025-09-13T13:29:21+08:00,808,20,brand_pr_crisis,xibei,question,sarcastic,sarcasm;meme,low_risk_discussion,3,0.9,false,讽刺西贝现做菜如五月天假唱，品牌公关翻车。,valid
S0336,top_replied,bilibili_comment:276097470816,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,comment,bilibili:415723930,嘉然一世,几乎90%的连锁餐厅都跟西贝是差不多的，都是中央厨房供的半成品，各种预处理的冻货，你说是预制菜吧倒也不是，但跟大多人想象中的现制现炒那也完全不是一回事，主要这是连锁餐厅大集团的经营模式决定的，反正我觉得像高端餐饮最好就直接规定，禁止搞连锁，一旦连锁了采购规模大，就很容易让企业往预制菜这方面靠，企业也希望以各种方式提高出餐效率提高翻台率，反而规定好禁止搞连锁，既可以让老板把有限的精力专注于一两家精品店，还能让各省市的地方美食有发挥的空间，而不是到每个地方都是那几家一模一样的连锁品牌,2025-09-15T04:35:35+08:00,90,31,industry_trust,industry,neutral,neutral,rational_argument;information_claim,low_risk_discussion,3,0.85,false,分析连锁餐饮模式与预制菜关系，建议禁止连锁,valid
S0528,source_stratified,bilibili_comment:275922633328,bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,reply,bilibili:3546604036426217,爱睡觉的锦锦呀,回复 @老纳特了 :不是商家要考虑消费者，而是消费者要考虑自己的钱包，有钱可以吃贵的，没钱选的便宜的，两个都没错，但是不好吃或不符合胃口也就只有一次，没有必要去评判。,2025-09-13T14:31:32+08:00,0,0,price_value,consumers,support,neutral,rational_argument,low_risk_discussion,2,0.7,false,主张消费者根据钱包自主选择，不评判商家,valid
S1389,random,bilibili_comment:287779165457,bilibili_video:115959067056250,现在最怕西贝死的人，竟然是罗永浩！,reply,bilibili:261111287,你说滴很对,站老罗头顶上,2026-01-28T08:19:43+08:00,0,0,luoyonghao_persona,luoyonghao,support,positive,simple_attitude,low_risk_discussion,1,0.7,false,表达支持罗永浩，站其一边,valid
